Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);TOTAL OPEX
63.03696442;1.2;0.8;98.81%;0.05;142.2509613;3;157.9721375;0.03;0.02;64.24971008;75.64%;0.98;2.205114603;0.1;0.1;2.5;0.8;0.9;0.85;3021.566412;236.7510428;3258.317455
66.36334229;1.2;0.8;97.53%;0.05;143.5364075;3;146.0968628;0.03;0.02;69.86334229;72.51%;0.98;2.239901066;0.1;0.1;2.5;0.8;0.9;0.85;2969.102103;592.8549595;3561.957063
59.04740524;1.2;0.8;99.98%;0.05;148.6570892;3;144.8234863;0.03;0.02;62.8314209;76.40%;0.98;2.297496796;0.1;0.1;2.5;0.8;0.9;0.85;2759.552992;737.5530225;3497.106014
70.49951935;1.2;0.8;98.44%;0.05;147.5549316;3;143.0941162;0.03;0.02;50.54637909;82.17%;0.98;2.136225224;0.1;0.1;2.5;0.8;0.9;0.85;2957.665421;537.1694726;3494.834894
70.75046539;1.2;0.8;99.31%;0.05;149.5523834;3;144.8179016;0.03;0.02;61.74951172;76.96%;0.98;2.374578238;0.1;0.1;2.5;0.8;0.9;0.85;1445.691911;276.0019092;1721.69382
72.63650513;1.2;0.8;97.06%;0.05;145.7302856;3;144.6034698;0.03;0.02;69.33374023;72.82%;0.98;2.570806503;0.1;0.1;2.5;0.8;0.9;0.85;3207.140098;805.5946364;4012.734735
74.31648254;1.2;0.8;95.80%;0.05;142.9074402;3;153.8819275;0.03;0.02;61.97444153;76.85%;0.98;2.978290081;0.1;0.1;2.5;0.8;0.9;0.85;3277.691274;740.5094094;4018.200683
56.9646759;1.2;0.8;98.57%;0.05;141.4090424;3;144.295578;0.03;0.02;63.96345901;75.77%;0.98;2.070440292;0.1;0.1;2.5;0.8;0.9;0.85;2851.348573;254.0877032;3105.436277
58.73320007;1.2;0.8;97.60%;0.05;141.3119659;3;140.2272186;0.03;0.02;67.62120056;73.80%;0.98;2.178883791;0.1;0.1;2.5;0.8;0.9;0.85;1631.51637;243.2231921;1874.739563
52.32771301;1.2;0.8;100.00%;0.05;144.353775;3;157.3450012;0.03;0.02;67.6618576;73.78%;0.98;2.838677883;0.1;0.1;2.5;0.8;0.9;0.85;2949.847641;196.6616595;3146.509301
59.79010391;1.2;0.8;98.23%;0.05;141.193573;3;149.0380859;0.03;0.02;51.88680649;81.63%;0.98;2.684306145;0.1;0.1;2.5;0.8;0.9;0.85;2722.450004;228.8902876;2951.340292
69.33200836;1.2;0.8;98.47%;0.05;146.2118073;3;147.6177216;0.03;0.02;67.58103943;73.82%;0.98;2.990205288;0.1;0.1;2.5;0.8;0.9;0.85;2988.056902;467.3817612;3455.438663
50.31281662;1.2;0.8;100.00%;0.05;144.5365448;3;152.1590424;0.03;0.02;67.98782349;73.57%;0.98;2.199574232;0.1;0.1;2.5;0.8;0.9;0.85;2961.170886;309.4239706;3270.594856
68.70600891;1.2;0.8;99.86%;0.05;148.4839935;3;159.8585815;0.03;0.02;68.23638153;73.44%;0.98;2.035214424;0.1;0.1;2.5;0.8;0.9;0.85;2996.63945;228.423387;3225.062837
61.64746857;1.2;0.8;98.13%;0.05;143.1004791;3;142.7822113;0.03;0.02;65.09781647;75.16%;0.98;2.036150455;0.1;0.1;2.5;0.8;0.9;0.85;2974.021462;463.0485521;3437.070015
60.90961838;1.2;0.8;99.35%;0.05;142.9934692;3;156.8788757;0.03;0.02;59.94404602;77.88%;0.98;2.613781929;0.1;0.1;2.5;0.8;0.9;0.85;3013.974582;251.0454746;3265.020057
61.39507294;1.2;0.8;99.72%;0.05;145.1392059;3;155.1348877;0.03;0.02;69.28491974;72.85%;0.98;2.97131753;0.1;0.1;2.5;0.8;0.9;0.85;3300.451704;778.5848692;4079.036573
61.99356079;1.2;0.8;98.79%;0.05;144.8543701;3;141.7437897;0.03;0.02;52.25847626;81.47%;0.98;2.480240345;0.1;0.1;2.5;0.8;0.9;0.85;2603.29206;777.8172107;3381.109271
62.39590073;1.2;0.8;99.19%;0.05;144.6193542;3;149.1670074;0.03;0.02;69.44927216;72.75%;0.98;2.357553482;0.1;0.1;2.5;0.8;0.9;0.85;3100.473862;708.7639137;3809.237776
55.70874405;1.2;0.8;100.00%;0.05;147.9405823;3;144.9599152;0.03;0.02;52.40989685;81.40%;0.98;2.737556934;0.1;0.1;2.5;0.8;0.9;0.85;2691.749589;203.1311555;2894.880744
62.96385574;1.2;0.8;97.36%;0.05;142.9392853;3;140.2387085;0.03;0.02;68.26055145;73.44%;0.98;2.481906652;0.1;0.1;2.5;0.8;0.9;0.85;2930.250773;451.0851897;3381.335963
61.86566162;1.2;0.8;99.15%;0.05;142.8545227;3;156.6627655;0.03;0.02;68.74181366;73.16%;0.98;2.321704865;0.1;0.1;2.5;0.8;0.9;0.85;3089.619414;463.6651293;3553.284543
68.37084961;1.2;0.8;97.68%;0.05;143.1476593;3;153.8077393;0.03;0.02;58.09546661;78.75%;0.98;2.175370693;0.1;0.1;2.5;0.8;0.9;0.85;3007.900512;528.4449161;3536.345428
60.94373703;1.2;0.8;99.77%;0.05;147.3958893;3;143.8042145;0.03;0.02;59.14850998;78.28%;0.98;2.736042023;0.1;0.1;2.5;0.8;0.9;0.85;812.0871159;154.5475835;966.6346994
68.58117676;1.2;0.8;98.59%;0.05;146.6623535;3;145.1170044;0.03;0.02;61.97525787;76.85%;0.98;2.672259569;0.1;0.1;2.5;0.8;0.9;0.85;1341.4395;224.1632214;1565.602721
74.95072937;1.2;0.8;99.24%;0.05;149.5303802;3;152.3400879;0.03;0.02;64.51255798;75.50%;0.98;2.035682201;0.1;0.1;2.5;0.8;0.9;0.85;2575.824237;247.1340602;2822.958297
72.23588562;1.2;0.8;94.44%;0.05;142.4891052;3;143.8821106;0.03;0.02;59.5031929;78.10%;0.98;2.719582558;0.1;0.1;2.5;0.8;0.9;0.85;3184.470027;763.0726564;3947.542684
54.53207779;1.2;0.8;99.87%;0.05;142.8584442;3;154.4176025;0.03;0.02;67.1423111;74.05%;0.98;2.061873913;0.1;0.1;2.5;0.8;0.9;0.85;3360.444198;805.632875;4166.077073
71.88716888;1.2;0.8;98.87%;0.05;148.9402771;3;143.978775;0.03;0.02;57.80208206;78.93%;0.98;2.936419249;0.1;0.1;2.5;0.8;0.9;0.85;2714.557482;800.7142257;3515.271708
72.33030701;1.2;0.8;95.67%;0.05;144.5840607;3;140.5628815;0.03;0.02;54.20939636;80.61%;0.98;2.926371574;0.1;0.1;2.5;0.8;0.9;0.85;2760.168784;485.9046753;3246.073459
65.48271942;1.2;0.8;99.90%;0.05;147.853653;3;158.1303711;0.03;0.02;67.45175171;73.89%;0.98;2.423294544;0.1;0.1;2.5;0.8;0.9;0.85;3297.790192;586.3696218;3884.159814
72.59436798;1.2;0.8;98.56%;0.05;145.98349;3;156.8684692;0.03;0.02;66.18622589;74.60%;0.98;2.745814323;0.1;0.1;2.5;0.8;0.9;0.85;3341.763532;780.323319;4122.086851
59.10010529;1.2;0.8;99.13%;0.05;141.3111267;3;157.5954742;0.03;0.02;63.42657852;76.09%;0.98;2.621553659;0.1;0.1;2.5;0.8;0.9;0.85;3159.722479;398.0884197;3557.810899
52.03905869;1.2;0.8;100.00%;0.05;145.3739777;3;147.1807709;0.03;0.02;50.28349304;82.32%;0.98;2.626097202;0.1;0.1;2.5;0.8;0.9;0.85;2941.053147;606.8568272;3547.909975
50.93115997;1.2;0.8;99.91%;0.05;140.8575134;3;156.8552704;0.03;0.02;51.03294373;81.99%;0.98;2.422737122;0.1;0.1;2.5;0.8;0.9;0.85;3209.217158;450.6308531;3659.848011
71.9543457;1.2;0.8;94.88%;0.05;143.5825653;3;140.2876434;0.03;0.02;58.88767242;78.40%;0.98;2.896749973;0.1;0.1;2.5;0.8;0.9;0.85;2646.734349;226.6136887;2873.348038
71.51635742;1.2;0.8;98.99%;0.05;149.2192383;3;143.3011017;0.03;0.02;56.8467865;79.38%;0.98;2.52795577;0.1;0.1;2.5;0.8;0.9;0.85;2774.028364;312.4387298;3086.467094
51.564785;1.2;0.8;99.58%;0.05;141.9147949;3;142.105835;0.03;0.02;52.99851608;81.15%;0.98;2.595308304;0.1;0.1;2.5;0.8;0.9;0.85;3142.860495;742.6424186;3885.502913
55.22916794;1.2;0.8;99.94%;0.05;144.5231476;3;151.9220123;0.03;0.02;64.65106201;75.43%;0.98;2.057265759;0.1;0.1;2.5;0.8;0.9;0.85;3127.787155;450.1510763;3577.938231
67.63886261;1.2;0.8;97.43%;0.05;142.6234589;3;152.8684998;0.03;0.02;50.66656876;82.14%;0.98;2.201692581;0.1;0.1;2.5;0.8;0.9;0.85;2982.757067;489.2426673;3471.999735
68.01045227;1.2;0.8;98.84%;0.05;147.0151978;3;144.992157;0.03;0.02;56.3732605;79.61%;0.98;2.40904355;0.1;0.1;2.5;0.8;0.9;0.85;2152.309705;663.6313327;2815.941037
60.34840012;1.2;0.8;98.47%;0.05;141.8773804;3;149.3127136;0.03;0.02;60.43064499;77.64%;0.98;2.622579098;0.1;0.1;2.5;0.8;0.9;0.85;2844.056311;749.7416802;3593.797991
66.35281372;1.2;0.8;99.88%;0.05;148.2792664;3;156.7583466;0.03;0.02;58.02289963;78.82%;0.98;2.369360924;0.1;0.1;2.5;0.8;0.9;0.85;3317.341249;648.5392758;3965.880524
70.37789917;1.2;0.8;98.17%;0.05;145.2301636;3;151.8669128;0.03;0.02;59.75534439;77.96%;0.98;2.425778866;0.1;0.1;2.5;0.8;0.9;0.85;3165.546439;509.2325374;3674.778977
62.53501129;1.2;0.8;97.86%;0.05;142.9558411;3;143.127594;0.03;0.02;50.62903976;82.18%;0.98;2.471359968;0.1;0.1;2.5;0.8;0.9;0.85;1947.976387;722.5602297;2670.536617
57.28394699;1.2;0.8;99.98%;0.05;145.588913;3;156.8384857;0.03;0.02;58.46854401;78.60%;0.98;2.324608803;0.1;0.1;2.5;0.8;0.9;0.85;3211.375372;535.7777451;3747.153117
71.10630035;1.2;0.8;97.13%;0.05;142.9608307;3;156.3545227;0.03;0.02;66.17775726;74.61%;0.98;2.604628086;0.1;0.1;2.5;0.8;0.9;0.85;3394.952491;751.4041211;4146.356612
74.10456085;1.2;0.8;96.43%;0.05;143.6829834;3;153.6012115;0.03;0.02;67.19891357;74.04%;0.98;2.912270546;0.1;0.1;2.5;0.8;0.9;0.85;3074.36663;424.3494915;3498.716122
61.62080765;1.2;0.8;98.84%;0.05;144.2042542;3;144.7289276;0.03;0.02;68.54967499;73.27%;0.98;2.874572992;0.1;0.1;2.5;0.8;0.9;0.85;2972.581994;547.7201153;3520.30211
73.21858978;1.2;0.8;93.18%;0.05;141.0327606;3;146.7827759;0.03;0.02;50.81339264;82.10%;0.98;2.646221638;0.1;0.1;2.5;0.8;0.9;0.85;2846.222537;386.8312221;3233.053759
67.62194061;1.2;0.8;99.31%;0.05;145.8090515;3;157.2632446;0.03;0.02;59.45743561;78.12%;0.98;2.711797714;0.1;0.1;2.5;0.8;0.9;0.85;3206.143352;433.6685405;3639.811893
68.45507813;1.2;0.8;97.80%;0.05;145.4184113;3;143.4522705;0.03;0.02;66.85470581;74.21%;0.98;2.08255434;0.1;0.1;2.5;0.8;0.9;0.85;2953.570305;587.1599114;3540.730217
51.87672424;1.2;0.8;99.89%;0.05;141.8297729;3;153.3801117;0.03;0.02;69.38321686;72.79%;0.98;2.231475592;0.1;0.1;2.5;0.8;0.9;0.85;3185.709212;657.891803;3843.601015
53.4526329;1.2;0.8;100.01%;0.05;148.8486023;3;145.3077087;0.03;0.02;68.97885895;73.03%;0.98;2.360366821;0.1;0.1;2.5;0.8;0.9;0.85;3107.351094;640.1256222;3747.476717
52.86019516;1.2;0.8;100.00%;0.05;145.4713898;3;157.5997772;0.03;0.02;53.51622772;80.92%;0.98;2.842725277;0.1;0.1;2.5;0.8;0.9;0.85;3042.416755;321.5134422;3363.930198
51.26880646;1.2;0.8;100.03%;0.05;148.0292511;3;145.8634644;0.03;0.02;55.39263535;80.07%;0.98;2.936141968;0.1;0.1;2.5;0.8;0.9;0.85;1804.194102;583.0866464;2387.280748
62.4897728;1.2;0.8;99.86%;0.05;145.8079834;3;159.2276459;0.03;0.02;52.69020844;81.24%;0.98;2.107985735;0.1;0.1;2.5;0.8;0.9;0.85;3201.134256;395.5693571;3596.703613
70.23947906;1.2;0.8;99.16%;0.05;147.3323059;3;152.6378632;0.03;0.02;62.29111099;76.68%;0.98;2.568118572;0.1;0.1;2.5;0.8;0.9;0.85;3143.108126;702.0836375;3845.191764
60.1096344;1.2;0.8;99.99%;0.05;147.0015564;3;157.0418243;0.03;0.02;59.32092667;78.19%;0.98;2.852391243;0.1;0.1;2.5;0.8;0.9;0.85;2997.162886;355.8048455;3352.967731
66.08822632;1.2;0.8;98.80%;0.05;144.2644958;3;154.3406219;0.03;0.02;62.29513168;76.68%;0.98;2.550670147;0.1;0.1;2.5;0.8;0.9;0.85;2988.339244;212.3527351;3200.691979
52.72509003;1.2;0.8;99.25%;0.05;140.0207214;3;148.9805298;0.03;0.02;68.34369659;73.39%;0.98;2.523146391;0.1;0.1;2.5;0.8;0.9;0.85;2751.293385;218.1621087;2969.455494
60.28568268;1.2;0.8;99.97%;0.05;147.4360352;3;153.0603638;0.03;0.02;67.88882446;73.64%;0.98;2.198676109;0.1;0.1;2.5;0.8;0.9;0.85;3263.684137;684.9000094;3948.584147
71.48695374;1.2;0.8;98.27%;0.05;146.8595123;3;146.8296356;0.03;0.02;53.15083694;81.08%;0.98;2.798901081;0.1;0.1;2.5;0.8;0.9;0.85;3205.445457;774.0376022;3979.483059
64.65894318;1.2;0.8;99.13%;0.05;147.0294342;3;141.4521332;0.03;0.02;59.85710907;77.92%;0.98;2.581900597;0.1;0.1;2.5;0.8;0.9;0.85;2788.434334;471.9251263;3260.35946
74.42593384;1.2;0.8;98.73%;0.05;147.256073;3;155.9102173;0.03;0.02;66.52922058;74.41%;0.98;2.449125528;0.1;0.1;2.5;0.8;0.9;0.85;3178.122648;716.0509345;3894.173583
62.2509079;1.2;0.8;99.76%;0.05;147.7682037;3;144.9248352;0.03;0.02;60.72317505;77.48%;0.98;2.509363651;0.1;0.1;2.5;0.8;0.9;0.85;2995.348178;424.597808;3419.945986
55.43698502;1.2;0.8;100.05%;0.05;147.9114685;3;159.7659607;0.03;0.02;66.5977478;74.37%;0.98;2.44348526;0.1;0.1;2.5;0.8;0.9;0.85;3241.725796;473.7625281;3715.488324
69.4296875;1.2;0.8;97.58%;0.05;144.3856049;3;148.8288269;0.03;0.02;53.18599701;81.07%;0.98;2.763720036;0.1;0.1;2.5;0.8;0.9;0.85;3066.428109;609.6835152;3676.111624
59.51369858;1.2;0.8;99.51%;0.05;144.208374;3;149.850708;0.03;0.02;67.74484253;73.73%;0.98;2.311216116;0.1;0.1;2.5;0.8;0.9;0.85;2181.641373;321.3862404;2503.027613
54.24794769;1.2;0.8;100.10%;0.05;149.5934296;3;150.6433563;0.03;0.02;63.557827;76.02%;0.98;2.585630417;0.1;0.1;2.5;0.8;0.9;0.85;2257.423121;462.972153;2720.395273
54.23267365;1.2;0.8;99.72%;0.05;144.4298859;3;140.2160034;0.03;0.02;56.56596375;79.51%;0.98;2.750499249;0.1;0.1;2.5;0.8;0.9;0.85;2900.062335;613.0467135;3513.109049
61.05231476;1.2;0.8;99.72%;0.05;144.5507507;3;157.1640778;0.03;0.02;50.20170975;82.33%;0.98;2.408140182;0.1;0.1;2.5;0.8;0.9;0.85;3140.323538;415.6223598;3555.945898
57.48789215;1.2;0.8;99.93%;0.05;146.4782104;3;147.1985016;0.03;0.02;52.80110168;81.24%;0.98;2.487836123;0.1;0.1;2.5;0.8;0.9;0.85;1411.164793;217.8065682;1628.971361
66.34272003;1.2;0.8;96.44%;0.05;141.8326416;3;146.6905518;0.03;0.02;56.96895981;79.32%;0.98;2.841050625;0.1;0.1;2.5;0.8;0.9;0.85;2947.698139;411.0173448;3358.715484
71.47509766;1.2;0.8;99.00%;0.05;147.0934601;3;154.1075134;0.03;0.02;55.27227402;80.12%;0.98;2.387423515;0.1;0.1;2.5;0.8;0.9;0.85;2657.860452;355.3840652;3013.244517
65.88180542;1.2;0.8;97.20%;0.05;140.8989258;3;156.2137604;0.03;0.02;51.63667679;81.74%;0.98;2.905297756;0.1;0.1;2.5;0.8;0.9;0.85;3184.050157;549.1654548;3733.215612
72.92615509;1.2;0.8;94.64%;0.05;143.5724182;3;140.9125519;0.03;0.02;52.82104111;81.23%;0.98;2.810528517;0.1;0.1;2.5;0.8;0.9;0.85;2947.652296;739.9782836;3687.630579
68.05426788;1.2;0.8;99.11%;0.05;146.0629578;3;153.6035461;0.03;0.02;69.34523773;72.81%;0.98;2.517323494;0.1;0.1;2.5;0.8;0.9;0.85;3123.965763;585.4997336;3709.465496
59.59344482;1.2;0.8;100.00%;0.05;147.9871826;3;158.9307404;0.03;0.02;60.24598312;77.72%;0.98;2.224863529;0.1;0.1;2.5;0.8;0.9;0.85;3126.96321;470.1556175;3597.118827
68.47626495;1.2;0.8;99.40%;0.05;146.9603729;3;154.7962036;0.03;0.02;61.03581238;77.32%;0.98;2.223454475;0.1;0.1;2.5;0.8;0.9;0.85;3022.135285;247.963915;3270.0992
52.98423767;1.2;0.8;99.96%;0.05;143.9040833;3;150.5143738;0.03;0.02;59.2402153;78.17%;0.98;2.063961267;0.1;0.1;2.5;0.8;0.9;0.85;2932.406546;391.6518558;3324.058402
55.85475922;1.2;0.8;99.00%;0.05;141.517807;3;145.9819183;0.03;0.02;66.88784027;74.21%;0.98;2.184273243;0.1;0.1;2.5;0.8;0.9;0.85;2425.18922;372.3848505;2797.57407
57.34505081;1.2;0.8;99.96%;0.05;145.6022491;3;153.7383881;0.03;0.02;64.32888031;75.61%;0.98;2.836549759;0.1;0.1;2.5;0.8;0.9;0.85;2951.518872;386.7983681;3338.31724
74.09692383;1.2;0.8;94.01%;0.05;141.4216461;3;150.7922821;0.03;0.02;54.75654602;80.35%;0.98;2.408997059;0.1;0.1;2.5;0.8;0.9;0.85;2918.726737;273.7273392;3192.454076
74.89603424;1.2;0.8;99.31%;0.05;149.7925415;3;152.0879211;0.03;0.02;53.80666351;80.78%;0.98;2.485927343;0.1;0.1;2.5;0.8;0.9;0.85;3167.071492;755.380463;3922.451955
65.669487;1.2;0.8;94.48%;0.05;140.0868073;3;142.4878082;0.03;0.02;63.61043167;75.96%;0.98;2.239849091;0.1;0.1;2.5;0.8;0.9;0.85;2884.069942;518.0394238;3402.109366
52.31536102;1.2;0.8;100.26%;0.05;149.8361206;3;149.1457214;0.03;0.02;65.67527008;74.88%;0.98;2.999337673;0.1;0.1;2.5;0.8;0.9;0.85;2989.895528;486.0072951;3475.902823
71.20813751;1.2;0.8;94.90%;0.05;143.1254883;3;141.1453705;0.03;0.02;51.96879196;81.54%;0.98;2.086437225;0.1;0.1;2.5;0.8;0.9;0.85;2948.091695;621.0217942;3569.11349
58.47356415;1.2;0.8;99.03%;0.05;142.4633636;3;148.2796936;0.03;0.02;58.58094025;78.55%;0.98;2.267344713;0.1;0.1;2.5;0.8;0.9;0.85;1037.241584;273.5430918;1310.784676
60.3768692;1.2;0.8;98.77%;0.05;141.3158875;3;155.8457947;0.03;0.02;51.33919144;81.87%;0.98;2.410125256;0.1;0.1;2.5;0.8;0.9;0.85;2934.789585;183.4002151;3118.1898
68.41794586;1.2;0.8;99.54%;0.05;146.9925079;3;157.3304443;0.03;0.02;57.75194168;78.91%;0.98;2.193207741;0.1;0.1;2.5;0.8;0.9;0.85;3138.652533;463.1624874;3601.81502
68.97738647;1.2;0.8;98.84%;0.05;146.0709534;3;151.8612976;0.03;0.02;64.65497589;75.44%;0.98;2.958411694;0.1;0.1;2.5;0.8;0.9;0.85;2921.015426;189.9552406;3110.970667
53.60695267;1.2;0.8;100.04%;0.05;147.0484161;3;158.2986908;0.03;0.02;65.93608856;74.72%;0.98;2.052256346;0.1;0.1;2.5;0.8;0.9;0.85;3066.821183;467.3214379;3534.142621
67.30844879;1.2;0.8;98.94%;0.05;147.4071655;3;142.8430023;0.03;0.02;69.71278381;72.59%;0.98;2.249300957;0.1;0.1;2.5;0.8;0.9;0.85;2893.003974;544.4343306;3437.438304
53.39451599;1.2;0.8;99.88%;0.05;144.7813721;3;142.0328064;0.03;0.02;59.33819962;78.15%;0.98;2.10126543;0.1;0.1;2.5;0.8;0.9;0.85;2856.934869;310.2728666;3167.207735
59.77527237;1.2;0.8;99.43%;0.05;144.4132843;3;148.0084534;0.03;0.02;67.6100235;73.81%;0.98;2.305682182;0.1;0.1;2.5;0.8;0.9;0.85;2982.961419;386.6378442;3369.599263
52.76446533;1.2;0.8;100.01%;0.05;147.5857697;3;147.9163666;0.03;0.02;68.55764771;73.27%;0.98;2.43783021;0.1;0.1;2.5;0.8;0.9;0.85;2967.254864;372.3521527;3339.607017
65.74889374;1.2;0.8;99.86%;0.05;148.2190552;3;154.3290558;0.03;0.02;56.18238831;79.69%;0.98;2.639700413;0.1;0.1;2.5;0.8;0.9;0.85;3096.857359;537.0497625;3633.907121
66.31488037;1.2;0.8;99.43%;0.05;147.318924;3;148.5555573;0.03;0.02;64.52583313;75.49%;0.98;2.109741211;0.1;0.1;2.5;0.8;0.9;0.85;3180.181576;643.2907604;3823.472336
56.67553329;1.2;0.8;99.97%;0.05;147.4640198;3;143.7176666;0.03;0.02;68.44135284;73.34%;0.98;2.48713541;0.1;0.1;2.5;0.8;0.9;0.85;937.3371166;213.4633702;1150.800487
53.49248505;1.2;0.8;99.93%;0.05;142.0197601;3;159.4667206;0.03;0.02;69.44367981;72.76%;0.98;2.474359274;0.1;0.1;2.5;0.8;0.9;0.85;3394.056079;793.8163018;4187.872381
74.43599701;1.2;0.8;97.02%;0.05;146.2662201;3;145.2160339;0.03;0.02;56.01166916;79.74%;0.98;2.291772842;0.1;0.1;2.5;0.8;0.9;0.85;2817.225222;457.5557001;3274.780922
65.07700348;1.2;0.8;96.58%;0.05;140.1276245;3;153.7639008;0.03;0.02;52.71914673;81.27%;0.98;2.807990551;0.1;0.1;2.5;0.8;0.9;0.85;3026.078962;410.9098866;3436.988848
55.9550209;1.2;0.8;99.93%;0.05;144.6909485;3;152.182312;0.03;0.02;57.56888199;79.03%;0.98;2.439783096;0.1;0.1;2.5;0.8;0.9;0.85;3182.184149;524.1986412;3706.38279
70.91553497;1.2;0.8;98.04%;0.05;147.2009735;3;141.8462524;0.03;0.02;51.90472412;81.58%;0.98;2.165261507;0.1;0.1;2.5;0.8;0.9;0.85;3113.034346;705.9790541;3819.0134
64.06067657;1.2;0.8;96.77%;0.05;141.7195282;3;144.4785767;0.03;0.02;52.27680588;81.44%;0.98;2.244092464;0.1;0.1;2.5;0.8;0.9;0.85;2818.094013;326.0896612;3144.183674
68.90694427;1.2;0.8;98.79%;0.05;145.1361847;3;156.0855865;0.03;0.02;58.63492966;78.52%;0.98;2.488493919;0.1;0.1;2.5;0.8;0.9;0.85;3187.325817;495.0256641;3682.351481
74.59371185;1.2;0.8;94.02%;0.05;140.7180634;3;155.6582642;0.03;0.02;58.22504044;78.67%;0.98;2.178761959;0.1;0.1;2.5;0.8;0.9;0.85;3127.827481;423.5232265;3551.350708
50.23623657;1.2;0.8;99.93%;0.05;143.8862457;3;140.513916;0.03;0.02;69.56382751;72.69%;0.98;2.967079878;0.1;0.1;2.5;0.8;0.9;0.85;2751.687393;198.0208452;2949.708239
69.76696777;1.2;0.8;98.70%;0.05;147.4061584;3;145.1537628;0.03;0.02;55.86646271;79.83%;0.98;2.363358498;0.1;0.1;2.5;0.8;0.9;0.85;2776.640881;213.9320657;2990.572946
70.85891724;1.2;0.8;97.61%;0.05;145.6795654;3;145.5108643;0.03;0.02;62.30248642;76.68%;0.98;2.646856785;0.1;0.1;2.5;0.8;0.9;0.85;3127.819424;764.9040493;3892.723473
62.77471924;1.2;0.8;97.63%;0.05;140.3256683;3;155.4638519;0.03;0.02;56.45474243;79.54%;0.98;2.297333717;0.1;0.1;2.5;0.8;0.9;0.85;2919.648259;212.8606056;3132.508865
54.23536301;1.2;0.8;99.44%;0.05;141.7386627;3;147.4912262;0.03;0.02;56.35653305;79.61%;0.98;2.289482355;0.1;0.1;2.5;0.8;0.9;0.85;3120.210135;801.3519512;3921.562087
53.65205765;1.2;0.8;99.97%;0.05;143.8094788;3;154.341217;0.03;0.02;55.48181915;80.03%;0.98;2.844395161;0.1;0.1;2.5;0.8;0.9;0.85;3230.265707;570.8208092;3801.086517
50.31523132;1.2;0.8;99.94%;0.05;141.4989777;3;153.5924377;0.03;0.02;59.06360626;78.31%;0.98;2.481809616;0.1;0.1;2.5;0.8;0.9;0.85;3021.563562;404.4961097;3426.059672
66.38426971;1.2;0.8;96.92%;0.05;143.4502563;3;141.97995;0.03;0.02;51.11541748;81.94%;0.98;2.46688509;0.1;0.1;2.5;0.8;0.9;0.85;2737.064241;408.4344472;3145.498688
50.77179718;1.2;0.8;100.00%;0.05;144.3275604;3;151.3621368;0.03;0.02;56.53089142;79.54%;0.98;2.995261908;0.1;0.1;2.5;0.8;0.9;0.85;3158.714627;579.8938828;3738.60851
67.26622009;1.2;0.8;97.25%;0.05;144.0691681;3;143.203064;0.03;0.02;67.63654327;73.79%;0.98;2.710151672;0.1;0.1;2.5;0.8;0.9;0.85;2230.010182;588.3783948;2818.388577
60.4863472;1.2;0.8;98.77%;0.05;143.7418823;3;143.4455719;0.03;0.02;69.57259369;72.68%;0.98;2.395207882;0.1;0.1;2.5;0.8;0.9;0.85;2657.861338;203.6400405;2861.501378
64.51171875;1.2;0.8;95.42%;0.05;140.1846313;3;144.6499329;0.03;0.02;63.87697983;75.85%;0.98;2.936927795;0.1;0.1;2.5;0.8;0.9;0.85;3055.312654;759.3248874;3814.637541
50.28255081;1.2;0.8;99.99%;0.05;144.1285248;3;147.2731476;0.03;0.02;54.64745331;80.41%;0.98;2.900336504;0.1;0.1;2.5;0.8;0.9;0.85;2904.415711;349.0562861;3253.471997
64.11288452;1.2;0.8;99.99%;0.05;148.9810944;3;156.9638824;0.03;0.02;66.65679932;74.34%;0.98;2.311702251;0.1;0.1;2.5;0.8;0.9;0.85;3205.322662;491.3139486;3696.636611
65.91083527;1.2;0.8;100.00%;0.05;149.9619904;3;159.7479706;0.03;0.02;69.79624176;72.55%;0.98;2.492032051;0.1;0.1;2.5;0.8;0.9;0.85;2985.33442;266.8591478;3252.193567
56.94954681;1.2;0.8;99.77%;0.05;145.7777863;3;141.9796295;0.03;0.02;69.22185516;72.85%;0.98;2.035098553;0.1;0.1;2.5;0.8;0.9;0.85;3025.020708;574.7831043;3599.803812
68.28276062;1.2;0.8;99.13%;0.05;147.5233917;3;146.9332581;0.03;0.02;65.57926178;74.91%;0.98;2.273749113;0.1;0.1;2.5;0.8;0.9;0.85;3213.707762;729.9057789;3943.613541
62.14859009;1.2;0.8;97.60%;0.05;141.9974213;3;144.9107971;0.03;0.02;54.68127441;80.39%;0.98;2.828246117;0.1;0.1;2.5;0.8;0.9;0.85;2887.775008;555.4794993;3443.254507
