Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
50.21%;4.01%;14.11%;2.31%;0.79%;0.59%;0.19%;0.19%;0.10%;27.51%;222.8928294;65.9351189;23.4957567;855.1852486;91.68%;590.7856596;306.5698963;7.26454047;36.08326276;0.036083263;8.984732427;34.10813995;22.17232377;409.5359282;626.2610481;630.4135988;473.2203764;;50.29279709;1.2;80.00%;98.84%;0.05;149.680191;3;155.5793457;0.03;0.02;59.88023758;0.762125423;98.00%;2.342713356;0.1;0.1;2.5;80.00%;0.9;0.85;3632.270235;2558.110496;6190.380731;12.53438645;1000;0.2;800
56.04%;6.98%;19.17%;2.10%;0.55%;0.70%;0.06%;0.43%;0.10%;13.86%;212.5895969;57.51181219;24.59596934;670.2780689;87.63%;538.5664079;299.8064531;61.07102618;37.93884025;0.03793884;9.446771223;35.86214698;22.78471848;392.2450439;481.5200907;500.6181266;364.4393718;;52.59173203;1.2;80.00%;100.00%;0.05;149.1712341;3;152.634613;0.03;0.02;64.2100296;0.77910887;98.00%;2.743903637;0.1;0.1;2.5;80.00%;0.9;0.85;30535.51309;2689.661024;33225.17412;8.032805491;1000;0.2;800
49.31%;4.69%;23.26%;1.17%;0.66%;0.65%;0.22%;0.27%;0.05%;19.72%;237.248028;62.13518456;42.16309024;871.6534814;86.03%;590.0543663;330.8527465;38.60567045;66.06637576;0.066066376;16.45052756;62.45003965;50.92728983;521.7387569;702.0855166;604.3390651;530.0437637;;58.63853836;1.2;80.00%;100.00%;0.05;146.9480133;3;143.2761078;0.03;0.02;57.87883377;0.756534031;98.00%;2.229593992;0.1;0.1;2.5;80.00%;0.9;0.85;19302.83522;4683.752974;23986.5882;10.52437416;1000;0.2;800
60.65%;5.62%;19.62%;0.51%;0.47%;0.28%;0.08%;0.41%;0.03%;12.34%;208.7642963;62.14243127;28.59697574;645.6734183;88.56%;534.4952139;295.4636579;17.86977851;44.37159794;0.044371598;11.04852789;41.94278888;24.25419761;414.6903005;636.0800335;626.9457105;480.4249567;;62.26312637;1.2;80.00%;99.85%;0.05;141.8990479;3;145.2667084;0.03;0.02;54.31666565;0.788922258;98.00%;2.777468681;0.1;0.1;2.5;80.00%;0.9;0.85;8934.889255;3145.709166;12080.59842;10.78395634;1000;0.2;800
49.32%;7.57%;24.29%;1.93%;1.13%;0.65%;0.04%;0.58%;0.06%;14.43%;256.7696435;63.48765753;34.30508351;938.5075126;88.54%;657.2454235;363.2928454;30.22156517;53.26116726;0.053261167;13.26203065;50.34576166;38.26058379;504.5727464;610.3950109;557.0936828;461.4229685;;64.98127747;1.2;80.00%;97.55%;0.05;141.8147583;3;154.207489;0.03;0.02;59.68915176;0.805257393;98.00%;2.517372608;0.1;0.1;2.5;80.00%;0.9;0.85;15110.78259;3775.932124;18886.71471;6.512837194;1000;0.2;800
49.57%;5.03%;12.13%;0.59%;1.39%;0.31%;0.05%;0.42%;0.09%;30.41%;208.8012032;65.52987264;45.54814149;724.5713094;88.91%;536.7226115;280.5931858;41.99949814;71.71465241;0.071714652;17.85694845;67.78914138;48.75862819;518.3311925;827.3706014;690.3897673;623.7291916;;57.2812233;1.2;80.00%;97.80%;0.05;140.8436432;3;148.8013;0.03;0.02;67.10648346;0.78007673;98.00%;2.099963188;0.1;0.1;2.5;80.00%;0.9;0.85;20999.74907;5084.185603;26083.93467;9.86434767;1000;0.2;800
50.15%;4.26%;14.86%;1.09%;1.27%;0.54%;0.26%;0.44%;0.14%;27.00%;209.8657256;48.66169683;30.52678978;568.1705255;84.26%;511.2165861;289.9811056;35.84536002;47.59028103;0.047590281;11.84997998;44.98528796;20.35812773;415.665526;478.5814206;464.827255;362.1156084;;57.42984009;1.2;80.00%;98.64%;0.05;147.9248199;3;150.2570648;0.03;0.02;68.41055298;0.740801291;98.00%;2.428644419;0.1;0.1;2.5;80.00%;0.9;0.85;17922.68001;3373.896597;21296.57661;11.78281048;1000;0.2;800
54.58%;7.64%;13.66%;1.76%;0.32%;0.36%;0.05%;0.45%;0.03%;21.15%;212.3348948;53.55332083;26.04824065;682.0377845;83.32%;511.4880055;298.152618;56.26498826;40.31044586;0.040310446;10.03730102;38.10393583;19.02597104;388.8335445;491.6128786;514.4874421;371.955897;;60.14204788;1.2;80.00%;100.00%;0.05;143.3847656;3;152.7097931;0.03;0.02;52.91517639;0.732745872;98.00%;2.3485322;0.1;0.1;2.5;80.00%;0.9;0.85;28132.49413;2857.795187;30990.28932;7.144644369;1000;0.2;800
59.18%;1.95%;15.89%;2.39%;0.27%;0.73%;0.04%;0.31%;0.14%;19.11%;231.0700454;65.80250928;46.0461685;741.6048682;81.34%;543.3979046;319.7165151;60.98553449;72.34493923;0.072344939;18.01388987;68.38492761;58.29645482;523.8122876;634.5571576;526.6521815;479.3262505;;53.70730591;1.2;80.00%;99.35%;0.05;143.3855133;3;146.5310211;0.03;0.02;67.47444153;0.811659598;98.00%;2.136199951;0.1;0.1;2.5;80.00%;0.9;0.85;30492.76724;5128.869571;35621.63681;30.38130584;1000;0.2;800
53.54%;6.51%;19.61%;0.57%;0.62%;0.51%;0.12%;0.59%;0.03%;17.90%;250.546893;72.74255114;12.72528314;726.1066281;99.29%;719.2233144;363.2225047;11.63648084;18.44708325;0.018447083;4.59332373;17.43732825;1.658674058;401.9196111;412.6896268;468.9799266;313.3491291;;70.41683197;1.2;80.00%;99.80%;0.05;144.4119568;3;141.4050446;0.03;0.02;57.25421906;0.738758224;98.00%;2.883955479;0.1;0.1;2.5;80.00%;0.9;0.85;5818.240421;1307.799619;7126.04004;8.222861575;1000;0.2;800
53.37%;4.69%;15.30%;0.26%;1.29%;0.63%;0.12%;0.49%;0.03%;23.82%;226.678914;62.73138155;39.39199042;886.3536112;82.75%;542.2673211;315.987388;38.47046285;61.66422346;0.061664223;15.35439164;58.28885203;49.90718735;483.2106187;661.4515602;594.7776102;499.4451312;;66.38539886;1.2;80.00%;96.29%;0.05;142.4857635;3;141.0457001;0.03;0.02;51.58174133;0.791809237;98.00%;2.122400045;0.1;0.1;2.5;80.00%;0.9;0.85;19235.23142;4371.663902;23606.89533;11.37928598;1000;0.2;800
53.32%;6.30%;20.74%;2.01%;0.39%;0.60%;0.02%;0.43%;0.12%;16.07%;225.9420622;70.47390271;28.69542288;655.1981685;91.79%;599.5777934;309.666517;22.05170824;44.41474766;0.044414748;11.05927217;41.98357668;20.10876884;444.6797346;525.9218193;492.804638;397.8524427;;58.11137772;1.2;80.00%;96.05%;0.05;144.2932587;3;146.4288025;0.03;0.02;64.24836731;0.817701946;98.00%;2.275018692;0.1;0.1;2.5;80.00%;0.9;0.85;11025.85412;3148.768251;14174.62237;8.467593659;1000;0.2;800
56.95%;2.69%;19.02%;2.45%;0.53%;0.77%;0.10%;0.07%;0.02%;17.39%;225.7610478;58.80606477;38.08767776;669.4091677;87.97%;574.1922367;304.3376047;40.45743819;59.63951814;0.059639518;14.85024002;56.37497486;44.9477801;490.0940877;720.2857186;633.7165378;543.4185886;;74.36884308;1.2;80.00%;99.53%;0.05;149.914917;3;149.4151459;0.03;0.02;62.64041138;0.756280816;98.00%;2.788550854;0.1;0.1;2.5;80.00%;0.9;0.85;20228.7191;4228.123115;24456.84221;21.14345901;1000;0.2;800
50.20%;6.91%;23.25%;1.30%;1.09%;0.40%;0.15%;0.24%;0.09%;16.37%;241.1310674;48.24392463;16.97155413;850.1805668;84.81%;591.2171566;347.7910832;73.8575599;25.51069282;0.025510693;6.352162511;24.11429051;8.64530769;369.5428253;493.2382464;577.709792;373.3253028;;63.27542496;1.2;80.00%;99.25%;0.05;149.3439636;3;143.6392212;0.03;0.02;65.07315826;0.764816929;98.00%;2.032892227;0.1;0.1;2.5;80.00%;0.9;0.85;36928.77995;1808.571788;38737.35174;7.262880428;1000;0.2;800
54.60%;2.30%;14.19%;1.14%;0.47%;0.32%;0.17%;0.29%;0.04%;26.48%;212.5249435;70.31710598;41.71271692;611.6303273;88.07%;541.0917365;292.3902744;15.99386961;65.45549897;0.065455499;16.29841924;61.87260099;48.41542212;497.0202371;748.2777246;645.3230182;564.5752488;;50.62973404;1.2;80.00%;99.87%;0.05;147.4814301;3;144.5385132;0.03;0.02;50.70294189;0.752101674;98.00%;2.314278841;0.1;0.1;2.5;80.00%;0.9;0.85;7996.934806;4640.445075;12637.37988;23.73223198;1000;0.2;800
49.74%;1.80%;20.15%;2.01%;0.27%;0.65%;0.29%;0.58%;0.06%;24.46%;231.1496887;61.5481951;14.67912883;719.6988562;89.87%;600.5584666;335.3344728;53.50511315;21.78712127;0.021787121;5.424993197;20.59453954;4.499177836;359.9909291;369.4051266;452.4351594;280.5391977;;51.86203384;1.2;80.00%;100.00%;0.05;144.7953949;3;155.3983765;0.03;0.02;51.39240646;0.820960084;98.00%;2.595502377;0.1;0.1;2.5;80.00%;0.9;0.85;26752.55657;1544.590465;28297.14704;27.64819938;1000;0.2;800
62.03%;5.57%;13.66%;2.44%;0.82%;0.86%;0.28%;0.46%;0.14%;13.75%;210.5981865;72.97931;11.69935332;790.5766914;105.17%;640.3480808;306.7866093;32.82875676;17.03856037;0.01703856;4.242601531;16.10590498;9.887964083;360.7521766;463.3025953;517.6241905;351.004918;;71.19194794;1.2;80.00%;100.00%;0.05;143.3316803;3;141.2876129;0.03;0.02;59.90385056;0.818393871;98.00%;2.766905785;0.1;0.1;2.5;80.00%;0.9;0.85;16414.37838;1207.942874;17622.32126;11.14267538;1000;0.2;800
62.26%;3.84%;17.88%;1.95%;0.83%;0.80%;0.09%;0.46%;0.07%;11.82%;262.6045997;52.70980277;33.94986044;917.3809307;88.48%;671.7717654;372.6387392;11.93349859;52.71788437;0.052717884;13.12675321;49.83221694;40.07880107;509.6915422;553.6530205;502.642144;418.8141215;;52.83697128;1.2;80.00%;95.12%;0.05;140.2636566;3;157.7597046;0.03;0.02;53.79571915;0.778959319;98.00%;2.561910152;0.1;0.1;2.5;80.00%;0.9;0.85;5966.749297;3737.416271;9704.165567;16.22874012;1000;0.2;800
60.21%;4.47%;12.72%;1.60%;1.10%;0.28%;0.24%;0.54%;0.12%;18.71%;263.5784635;56.19842967;23.75832662;831.3821773;84.03%;640.2951805;361.4346205;72.44635808;36.33040499;0.036330405;9.046270844;34.34175413;17.77169141;432.9701809;571.9519212;597.0099309;432.5260878;;55.36547852;1.2;80.00%;99.71%;0.05;143.6686554;3;146.194458;0.03;0.02;59.39719772;0.807944204;98.00%;2.460823774;0.1;0.1;2.5;80.00%;0.9;0.85;36223.17904;2575.63156;38798.8106;13.45657588;1000;0.2;800
59.66%;7.85%;14.14%;1.72%;0.65%;0.39%;0.29%;0.56%;0.03%;14.71%;254.9028966;67.48908277;27.56070269;836.6451662;93.54%;689.3380521;363.4739276;3.884878771;42.372621;0.042372621;10.55078263;40.05323179;24.41401998;478.7491727;466.0447181;440.0049228;353.3024171;;51.53805923;1.2;80.00%;99.69%;0.05;147.7183533;3;152.6555939;0.03;0.02;65.23596954;0.781497129;98.00%;2.176682472;0.1;0.1;2.5;80.00%;0.9;0.85;1942.439386;3003.992384;4946.43177;7.597888197;1000;0.2;800
58.99%;2.77%;14.09%;2.92%;1.01%;0.88%;0.28%;0.60%;0.13%;18.34%;252.5824151;61.49773317;47.36348042;722.4162766;84.08%;613.9967019;349.9724243;58.92092778;74.3627318;0.074362732;18.51632022;70.2922704;57.14829041;564.5843594;656.7466596;527.5215388;496.009713;;62.23083115;1.2;80.00%;100.00%;0.05;146.9707642;3;152.1386719;0.03;0.02;59.29406357;0.751212915;98.00%;2.566870213;0.1;0.1;2.5;80.00%;0.9;0.85;29460.46389;5271.92028;34732.38417;21.31092369;1000;0.2;800
61.90%;6.78%;18.04%;2.92%;1.19%;0.55%;0.13%;0.52%;0.05%;7.92%;249.7609581;63.81730574;17.51001718;850.1350709;88.68%;640.3146779;361.9448455;55.88314419;26.21605869;0.026216059;6.527798613;24.78104612;2.707991263;395.2920387;433.5218341;500.1643555;328.8410685;;64.28457642;1.2;80.00%;99.85%;0.05;141.9513397;3;145.0848236;0.03;0.02;69.46682739;0.78190845;98.00%;2.064270973;0.1;0.1;2.5;80.00%;0.9;0.85;27941.57209;1858.578459;29800.15055;9.132391963;1000;0.2;800
52.28%;6.92%;17.16%;1.80%;1.10%;0.86%;0.05%;0.37%;0.02%;19.44%;262.0739977;78.16454175;41.16322721;744.5719327;90.27%;683.9345388;367.7297106;14.06964934;64.19253302;0.064192533;15.98394072;60.67876717;46.26507848;558.2012085;686.7771805;577.2012331;518.8989919;;68.37339783;1.2;80.00%;96.95%;0.05;140.7105255;3;158.0350494;0.03;0.02;51.60006332;0.727434972;98.00%;2.971702814;0.1;0.1;2.5;80.00%;0.9;0.85;7034.824669;4550.907538;11585.73221;7.558824713;1000;0.2;800
58.87%;2.92%;21.43%;1.62%;1.48%;0.27%;0.17%;0.27%;0.04%;12.92%;221.3443781;70.92462976;41.76202697;909.5719339;82.03%;524.917339;298.8967006;75.32158035;65.5027215;0.065502722;16.31017765;61.91723866;41.06401967;489.4948912;684.0275422;595.9865087;516.3755959;;69.23661804;1.2;80.00%;96.54%;0.05;143.5455017;3;145.3000793;0.03;0.02;54.48023224;0.817534636;98.00%;2.213383198;0.1;0.1;2.5;80.00%;0.9;0.85;37660.79017;4643.792899;42304.58307;20.14945914;1000;0.2;800
60.67%;5.70%;23.43%;0.54%;1.29%;0.84%;0.23%;0.08%;0.09%;7.13%;249.2297505;72.10725076;18.40891255;735.3846374;96.36%;694.31111;348.6233197;-9.551187313;27.66824498;0.027668245;6.889393001;26.15374275;1.951107157;425.4753742;552.0223744;571.1326585;417.8149742;;51.86781311;1.2;80.00%;96.60%;0.05;140.5733795;3;153.5210266;0.03;0.02;56.15283966;0.804847421;98.00%;2.387174606;0.1;0.1;2.5;80.00%;0.9;0.85;4775.593657;1961.530707;6737.124363;10.65154248;1000;0.2;800
61.78%;7.86%;12.49%;1.71%;1.17%;0.26%;0.21%;0.35%;0.15%;14.02%;256.8665478;58.39746164;34.67828677;775.5335378;86.35%;641.2708809;352.1065525;55.71757062;53.94363002;0.05394363;13.43196388;50.99086782;35.50009653;500.1018053;708.5510897;650.9719497;534.8848686;;68.50447845;1.2;80.00%;99.72%;0.05;144.3435059;3;155.9954529;0.03;0.02;50.94390869;0.797026126;98.00%;2.211361408;0.1;0.1;2.5;80.00%;0.9;0.85;27858.78531;3824.315087;31683.1004;7.857534982;1000;0.2;800
51.62%;3.40%;19.34%;2.78%;0.91%;0.34%;0.23%;0.31%;0.11%;20.97%;261.5834445;58.28311834;47.45201249;745.4814121;84.53%;639.2506326;363.3477047;52.76127689;74.4678909;0.074467891;18.54250483;70.39167331;50.92155047;576.4774351;626.8695066;495.6711219;473.6867099;;57.51236725;1.2;80.00%;98.51%;0.05;142.1763763;3;148.6442413;0.03;0.02;51.55957794;0.820390526;98.00%;2.709708929;0.1;0.1;2.5;80.00%;0.9;0.85;26380.63844;5279.375499;31660.01394;15.16620772;1000;0.2;800
60.13%;4.98%;18.66%;1.41%;1.32%;0.26%;0.12%;0.16%;0.11%;12.86%;218.544977;60.83946487;21.09243172;800.1015286;95.91%;605.9844231;309.3006133;7.460368265;32.23361037;0.03223361;8.026168982;30.46920953;9.210185662;401.9989934;544.1531767;557.9229602;411.5765993;;56.50801468;1.2;80.00%;99.12%;0.05;145.4165192;3;144.4939575;0.03;0.02;55.6388588;0.817710892;98.00%;2.728553772;0.1;0.1;2.5;80.00%;0.9;0.85;3730.184133;2285.190715;6015.374847;12.07147807;1000;0.2;800
59.10%;2.69%;14.13%;0.41%;0.32%;0.57%;0.21%;0.31%;0.14%;22.12%;254.5750872;50.06133354;30.46129037;869.5177346;88.04%;647.9957256;359.467532;33.87528905;47.1737688;0.047173769;11.74626843;44.59157473;28.0211876;477.4490153;581.3379069;554.8830315;439.4497248;;68.31333923;1.2;80.00%;99.82%;0.05;145.2869873;3;148.549942;0.03;0.02;51.13448334;0.7994847;98.00%;2.629674435;0.1;0.1;2.5;80.00%;0.9;0.85;16937.64453;3344.368105;20282.01263;21.95041689;1000;0.2;800
52.03%;4.60%;22.67%;2.59%;0.58%;0.55%;0.25%;0.26%;0.05%;16.42%;250.2038414;54.44188366;17.02697833;843.767746;91.39%;661.0502428;362.1946577;42.42774032;25.49742501;0.025497425;6.348858827;24.10174896;12.70103925;402.0198996;382.4627997;440.7346168;290.4192491;;69.58602905;1.2;80.00%;98.32%;0.05;147.532959;3;159.934967;0.03;0.02;59.89687729;0.819624475;98.00%;2.252693176;0.1;0.1;2.5;80.00%;0.9;0.85;21213.87016;1807.631172;23021.50133;11.31185409;1000;0.2;800
54.74%;2.03%;16.18%;2.38%;0.36%;0.64%;0.15%;0.38%;0.03%;23.11%;220.2853949;62.01756624;28.12647978;670.4301005;94.00%;598.6641843;307.8279905;49.25907737;43.56091886;0.043560919;10.8466688;41.17648469;31.73319386;441.3457386;655.8710128;625.0635704;495.2760772;;58.21940994;1.2;80.00%;99.65%;0.05;140.5417938;3;153.1685333;0.03;0.02;63.83629608;0.779021951;98.00%;2.490760088;0.1;0.1;2.5;80.00%;0.9;0.85;24629.53869;3088.236352;27717.77504;26.94187394;1000;0.2;800
50.18%;3.26%;24.96%;1.34%;0.44%;0.90%;0.15%;0.34%;0.06%;18.38%;231.7731826;49.69636237;13.05495959;742.5071742;89.38%;598.9253801;336.3392999;42.87972827;19.2433424;0.019243342;4.791592257;18.19000183;7.151394655;349.5877086;416.2353923;512.5476896;315.6792361;;66.85565186;1.2;80.00%;98.67%;0.05;144.1272736;3;155.4618073;0.03;0.02;63.03802872;0.758526352;98.00%;2.073268414;0.1;0.1;2.5;80.00%;0.9;0.85;21439.86414;1364.250137;22804.11427;15.38273834;1000;0.2;800
60.53%;7.80%;12.45%;0.99%;0.83%;0.68%;0.15%;0.41%;0.04%;16.13%;212.4417672;63.10684738;20.24701141;606.0310161;90.25%;554.2902586;301.2602084;47.95940098;30.8923805;0.030892381;7.692202745;29.2013958;22.10789342;372.8611429;611.4336085;652.5484264;462.0059263;;51.10599518;1.2;80.00%;98.69%;0.05;148.6652985;3;141.9031219;0.03;0.02;60.20578384;0.762882531;98.00%;2.399350166;0.1;0.1;2.5;80.00%;0.9;0.85;23979.70049;2190.104685;26169.80517;7.764595072;1000;0.2;800
49.23%;3.13%;18.24%;1.44%;0.67%;0.44%;0.21%;0.12%;0.07%;26.45%;256.2548642;65.16240856;47.04999336;810.1634767;82.47%;610.9992343;352.2962437;18.43053959;73.82414547;0.073824145;18.38221222;69.78316518;57.41038863;560.8631599;625.9861452;503.6521617;473.0824428;;67.32170868;1.2;80.00%;100.00%;0.05;146.768692;3;155.4091949;0.03;0.02;50.80816269;0.776969568;98.00%;2.515902996;0.1;0.1;2.5;80.00%;0.9;0.85;9215.269793;5233.737388;14449.00718;15.73259414;1000;0.2;800
54.89%;2.47%;16.20%;2.07%;0.55%;0.34%;0.07%;0.37%;0.13%;22.89%;208.4223676;70.21216289;19.48954431;752.4464799;96.54%;581.6941488;299.5964322;57.09728733;29.63392031;0.02963392;7.378846158;28.0118211;8.771783376;380.9348289;478.2689729;506.8654115;362.1089485;;61.00965881;1.2;80.00%;99.51%;0.05;142.1886139;3;143.316925;0.03;0.02;63.30325699;0.820995738;98.00%;2.58389926;0.1;0.1;2.5;80.00%;0.9;0.85;28548.64366;2100.886583;30649.53025;22.23945541;1000;0.2;800
52.71%;7.00%;17.38%;0.84%;1.50%;0.27%;0.28%;0.38%;0.04%;19.60%;232.4052566;61.98464154;15.66783316;805.8065923;97.62%;655.872027;335.5225157;1.90591926;23.37582361;0.023375824;5.820580078;22.0962796;12.0986392;391.3071921;430.9293939;477.3278757;326.7912617;;68.23608398;1.2;80.00%;97.84%;0.05;143.1299286;3;147.4907532;0.03;0.02;58.81640625;0.761499552;98.00%;2.426726341;0.1;0.1;2.5;80.00%;0.9;0.85;952.95963;1657.22097;2610.1806;7.526980533;1000;0.2;800
50.43%;5.49%;14.00%;0.93%;0.26%;0.27%;0.22%;0.23%;0.10%;28.06%;223.1721614;53.97544852;42.21682274;702.1842659;80.53%;519.5943658;303.8067115;55.46637004;66.32302855;0.066323029;16.51443411;62.6926438;46.35605339;490.6644197;661.2005822;576.5620365;499.0627967;;63.61246872;1.2;80.00%;96.91%;0.05;149.6682739;3;149.820816;0.03;0.02;64.64604187;0.784341061;98.00%;2.00430727;0.1;0.1;2.5;80.00%;0.9;0.85;27733.18502;4701.948285;32435.1333;9.190217408;1000;0.2;800
61.44%;1.98%;14.54%;0.90%;0.96%;0.34%;0.29%;0.22%;0.07%;19.27%;213.517633;60.1433381;33.29625738;572.7473421;87.34%;539.1318786;291.4911577;39.08496621;51.97004391;0.051970044;12.94054093;49.12531171;34.57231349;445.4516095;539.5746554;492.6690712;407.9285601;;69.7071228;1.2;80.00%;99.97%;0.05;147.4559937;3;159.9865265;0.03;0.02;60.97267914;0.754272168;98.00%;2.906752586;0.1;0.1;2.5;80.00%;0.9;0.85;19542.4831;3684.398378;23226.88148;31.09871477;1000;0.2;800
49.02%;5.70%;19.96%;2.87%;0.75%;0.31%;0.19%;0.13%;0.06%;21.00%;260.1171348;55.15668899;12.8622094;962.2059988;86.99%;654.1856061;379.5556309;74.05670447;18.70990762;0.018709908;4.658766999;17.68576617;0.204101186;373.4533988;354.0420758;460.1850757;269.2704741;;73.97637177;1.2;80.00%;99.63%;0.05;142.4049225;3;157.3608704;0.03;0.02;65.14601135;0.772842056;98.00%;2.211294413;0.1;0.1;2.5;80.00%;0.9;0.85;37028.35224;1326.432462;38354.7847;8.601360871;1000;0.2;800
51.40%;3.20%;15.46%;2.63%;1.39%;0.36%;0.13%;0.07%;0.11%;25.25%;207.5619374;78.6161259;34.61267522;678.174066;94.62%;567.7756046;289.6638841;15.44712393;53.97910379;0.053979104;13.44079684;51.02439983;41.53024847;466.1964388;655.1052267;582.6560056;494.9071636;;55.55897522;1.2;80.00%;96.02%;0.05;143.5328979;3;143.9304199;0.03;0.02;62.9251709;0.751727076;98.00%;2.296251774;0.1;0.1;2.5;80.00%;0.9;0.85;7723.561964;3826.829987;11550.39195;16.05651726;1000;0.2;800
56.51%;5.95%;16.21%;0.50%;1.40%;0.57%;0.11%;0.08%;0.04%;18.63%;217.6235021;61.87348784;19.88479257;667.3883237;86.90%;546.7091749;301.0376281;15.36721827;30.31793148;0.030317931;7.549164938;28.65839092;7.372092039;367.1652983;485.4367119;533.4312504;367.5315026;;55.52758408;1.2;80.00%;99.54%;0.05;143.6621246;3;150.1057739;0.03;0.02;61.04705811;0.763354097;98.00%;2.455776215;0.1;0.1;2.5;80.00%;0.9;0.85;7683.609135;2149.379319;9832.988454;9.499996362;1000;0.2;800
53.19%;1.80%;14.13%;0.72%;1.18%;0.37%;0.19%;0.36%;0.11%;27.96%;239.2366372;66.56293385;36.14844877;795.2641872;86.77%;600.1237075;335.4277495;58.31360205;56.331248;0.056331248;14.02648075;53.24779255;36.38404892;489.8147637;573.5801073;513.9876394;433.6525977;;55.44100189;1.2;80.00%;99.80%;0.05;140.1564026;3;140.2977905;0.03;0.02;60.49785614;0.773008325;98.00%;2.409128666;0.1;0.1;2.5;80.00%;0.9;0.85;29156.80103;3993.584441;33150.38547;29.61183053;1000;0.2;800
58.82%;4.28%;13.62%;1.18%;1.47%;0.71%;0.13%;0.36%;0.04%;19.39%;225.1890596;68.79157997;11.72208191;754.6940149;95.97%;624.8121605;327.7812162;12.05254189;17.01089464;0.017010895;4.235712766;16.07975362;-3.959228546;353.2294867;340.7512098;423.4475054;259.1805098;;60.29094315;1.2;80.00%;97.90%;0.05;140.3850555;3;150.1343689;0.03;0.02;54.86260986;0.775987109;98.00%;2.048238516;0.1;0.1;2.5;80.00%;0.9;0.85;6026.270947;1205.981522;7232.252468;13.73103314;1000;0.2;800
52.88%;5.36%;22.65%;0.40%;0.62%;0.68%;0.17%;0.30%;0.09%;16.83%;249.0186554;68.02792916;26.40319419;677.8725342;89.33%;643.1379043;349.1792688;51.30211443;40.56708397;0.040567084;10.10120391;38.34652611;23.43724806;450.3372504;482.7176017;476.9072865;365.6338031;;63.18711853;1.2;80.00%;97.76%;0.05;149.1007996;3;152.1928864;0.03;0.02;63.12798691;0.803023227;98.00%;2.01729393;0.1;0.1;2.5;80.00%;0.9;0.85;25651.05721;2875.989458;28527.04667;9.864038441;1000;0.2;800
57.66%;2.80%;24.83%;2.92%;0.47%;0.60%;0.08%;0.43%;0.11%;10.09%;223.8985909;68.90043331;32.63664783;621.1030298;92.68%;599.9301876;309.2702038;26.87273989;50.77404074;0.050774041;12.64273614;47.99477527;35.39374724;468.9211173;665.6827326;605.8990019;502.7230958;;50.3742981;1.2;80.00%;99.98%;0.05;147.4193115;3;152.1231995;0.03;0.02;51.31312561;0.762289556;98.00%;2.968112469;0.1;0.1;2.5;80.00%;0.9;0.85;13436.36994;3599.608146;17035.97809;20.59044113;1000;0.2;800
50.48%;2.13%;13.29%;1.90%;0.58%;0.72%;0.09%;0.21%;0.10%;30.50%;244.1254382;55.12105654;17.6416532;938.6469682;87.62%;618.364879;353.4143466;61.95272959;26.52115951;0.02652116;6.603768719;25.06944636;11.7585415;385.8464444;599.7634949;670.1655036;453.3724924;;61.42520142;1.2;80.00%;100.00%;0.05;145.5876617;3;142.0363617;0.03;0.02;62.30360794;0.818406136;98.00%;2.585042953;0.1;0.1;2.5;80.00%;0.9;0.85;30976.3648;1880.208477;32856.57327;23.69036082;1000;0.2;800
