Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
54.20%;1.76%;15.87%;0.71%;0.65%;0.59%;0.05%;0.05%;0.12%;25.98%;229.4728913;70.0418217;11.5334824;5095.9076923;95.97%;636.6490258;334.8794466;40.3948769;16.6682456;0.1676818;4.1503932;15.7558605;7.4273950;403.3205881;363.6846746;401.9928544;276.4894312;;55.77642441;1.2;80.00%;100.00%;0.05;146.4799652;3;156.9999542;0.03;0.02;61.4606781;0.771077182;98.00%;2.354304314;0.1;0.1;2.5;80.00%;0.9;0.85;20197.4384363;1181.6895380;21379.1279743;30.7954545;1000;0.2;800
53.86%;6.68%;23.02%;1.43%;1.10%;0.50%;0.20%;0.47%;0.12%;12.63%;228.0333935;59.8532785;40.3758639;6391.5854336;85.72%;565.1016169;316.8494623;39.4590240;63.2635686;0.0952074;15.7526286;59.8006524;39.1267038;675.4266903;739.1077391;477.8777546;557.6045711;;50.64698029;1.2;80.00%;99.58%;0.05;141.4377899;3;141.9380493;0.03;0.02;60.09122086;0.778075078;98.00%;2.917999744;0.1;0.1;2.5;80.00%;0.9;0.85;19729.5120023;4485.0489284;24214.5609307;8.0628743;1000;0.2;800
55.38%;4.39%;23.15%;2.78%;0.90%;0.44%;0.15%;0.54%;0.06%;12.21%;234.4687956;61.1512269;26.9332515;4502.0962030;87.84%;595.3973247;323.6737097;38.2482904;41.5759081;0.0794915;10.3524011;39.3001293;24.2967410;547.4329244;674.0999894;552.4632246;508.9550544;;72.68477631;1.2;80.00%;96.61%;0.05;145.40625;3;143.1444092;0.03;0.02;58.92090607;0.783641527;98.00%;2.101237297;0.1;0.1;2.5;80.00%;0.9;0.85;19124.1451813;2947.5096999;22071.6548812;12.6150342;1000;0.2;800
59.61%;3.82%;18.98%;0.26%;1.22%;0.50%;0.16%;0.19%;0.11%;15.14%;252.3778423;55.0901960;23.6541861;5932.8013156;91.77%;669.5627570;359.6294088;35.2480934;36.1776695;0.0000000;9.0082397;34.1973791;17.6471869;546.4103925;515.6273981;422.3396533;390.2547806;;66.03560638;1.2;80.00%;99.12%;0.05;146.2697754;3;148.1560822;0.03;0.02;50.80725479;0.821029933;98.00%;2.655077219;0.1;0.1;2.5;80.00%;0.9;0.85;17624.0466783;2564.8034291;20188.8501074;15.6047120;1000;0.2;800
62.46%;4.94%;19.19%;2.27%;0.40%;0.33%;0.25%;0.07%;0.03%;10.05%;264.4442213;91.4978547;30.4334226;7920.3234091;90.91%;694.9997501;377.2331412;40.5033268;46.7847349;0.0000000;11.6493990;44.2238357;32.2428019;627.7618795;592.3134340;427.3988103;448.3314991;;56.76203537;1.2;80.00%;100.00%;0.05;146.7376556;3;156.811203;0.03;0.02;67.95469666;0.736143699;98.00%;2.99104166;0.1;0.1;2.5;80.00%;0.9;0.85;20251.6633952;3316.7876806;23568.4510757;12.6437247;1000;0.2;800
50.46%;1.65%;14.31%;2.77%;0.61%;0.83%;0.23%;0.14%;0.14%;28.87%;213.6384151;75.7435981;10.8451514;6139.5468531;95.71%;591.1227058;311.0569924;36.6095521;15.6264803;0.1915426;3.8909936;14.7711192;6.9581828;375.8887705;373.6291801;422.3648083;283.8480572;;51.21993256;1.2;80.00%;99.78%;0.05;141.2922363;3;149.559433;0.03;0.02;66.98295593;0.741604585;98.00%;2.920860291;0.1;0.1;2.5;80.00%;0.9;0.85;18304.7760585;1107.8339419;19412.6100004;30.5818182;1000;0.2;800
60.72%;5.59%;22.58%;0.29%;1.29%;0.28%;0.18%;0.50%;0.04%;8.51%;257.0773794;59.6659857;34.0754976;5348.4045006;87.79%;652.4556907;357.6356854;42.0880306;52.9406211;0.0626239;13.1822146;50.0427615;29.7863285;648.2119070;670.1505196;469.0686430;506.2101402;;67.735672;1.2;80.00%;98.03%;0.05;143.1762238;3;155.5381927;0.03;0.02;54.69852448;0.803814203;98.00%;2.290747166;0.1;0.1;2.5;80.00%;0.9;0.85;21044.0152880;3753.2071122;24797.2224002;10.8622540;1000;0.2;800
49.30%;5.23%;16.84%;1.75%;0.88%;0.68%;0.28%;0.58%;0.06%;24.41%;208.7271871;53.5356936;31.7482794;5557.5970295;86.42%;521.5018460;288.8105460;39.7968643;49.5312072;0.3067365;12.3332706;46.8199718;30.4834522;565.6335121;587.5252935;420.8591268;443.8544379;;72.67793274;1.2;80.00%;98.18%;0.05;146.1065979;3;152.289444;0.03;0.02;58.94425964;0.783728563;98.00%;2.853959799;0.1;0.1;2.5;80.00%;0.9;0.85;19898.4321674;3511.4978885;23409.9300559;9.4263862;1000;0.2;800
57.49%;3.90%;14.72%;2.29%;1.10%;0.39%;0.23%;0.13%;0.10%;19.66%;243.4021499;57.4567393;24.0969589;6531.7702183;91.26%;642.2117135;345.8711736;39.6572277;36.9353170;0.0948397;9.1968939;34.9135545;19.1811594;538.8919758;481.5379928;385.9865031;364.6967650;;73.26774597;1.2;80.00%;99.02%;0.05;147.9024963;3;153.9921265;0.03;0.02;53.90214157;0.807472389;98.00%;2.975389481;0.1;0.1;2.5;80.00%;0.9;0.85;19828.6138709;2618.5165899;22447.1304608;14.7410256;1000;0.2;800
49.30%;2.53%;19.89%;1.96%;1.10%;0.66%;0.06%;0.25%;0.06%;24.18%;208.7271871;51.4146611;15.8977387;3833.3598390;93.95%;566.9339289;301.8342614;39.1325954;23.9606031;0.2334805;5.9661902;22.6490495;9.3518803;418.8368071;489.0967197;485.8336806;370.1000460;;50.72057724;1.2;80.00%;100.00%;0.05;145.7147064;3;150.0851593;0.03;0.02;54.22412109;0.805212270;98.00%;2.011931896;0.1;0.1;2.5;80.00%;0.9;0.85;19566.2977145;1698.6787109;21264.9764254;19.4861660;1000;0.2;800
56.46%;2.41%;24.98%;2.51%;1.31%;0.39%;0.29%;0.40%;0.09%;11.18%;239.0413182;61.7344140;15.3167635;5210.6241553;90.84%;627.7445630;332.7380502;34.5700191;22.8241318;0.0241469;5.6832088;21.5747863;6.8109216;440.0348669;608.6951383;606.4565064;459.9709561;;73.56423187;1.2;80.00%;95.74%;0.05;145.0442657;3;141.1561584;0.03;0.02;57.36609268;0.791338537;98.00%;2.462388992;0.1;0.1;2.5;80.00%;0.9;0.85;17285.0095324;1618.1089697;18903.1185020;23.4273859;1000;0.2;800
53.07%;7.42%;17.51%;2.19%;0.98%;0.40%;0.07%;0.35%;0.12%;17.89%;224.6886779;55.4172370;44.6908415;4791.4304932;84.07%;546.1029770;309.8801159;41.9230705;70.2718083;0.1425986;17.4976803;66.4252755;45.3959494;712.1922529;695.3538186;390.4189983;524.7092205;;62.22622299;1.2;80.00%;99.63%;0.05;147.2375183;3;143.9707336;0.03;0.02;58.50003052;0.785794216;98.00%;2.230653048;0.1;0.1;2.5;80.00%;0.9;0.85;20961.5352338;4981.8956659;25943.4308998;7.1522911;1000;0.2;800
49.64%;6.96%;24.01%;2.21%;1.40%;0.60%;0.08%;0.59%;0.12%;14.39%;210.1666850;65.6432949;41.9672682;5473.3366625;83.38%;506.5980117;287.8424419;41.0735638;65.9153350;0.2167969;16.4129184;62.3072665;38.7356075;665.4631551;788.9774161;516.3737351;594.9548043;;57.23446274;1.2;80.00%;98.90%;0.05;142.6453552;3;142.5173645;0.03;0.02;67.37918854;0.739356192;98.00%;2.595921993;0.1;0.1;2.5;80.00%;0.9;0.85;20536.7819247;4673.0449912;25209.8269159;7.1321839;1000;0.2;800
59.27%;6.71%;22.96%;2.79%;0.57%;0.91%;0.10%;0.42%;0.10%;6.16%;250.9383444;68.8665216;40.6719923;6605.8888655;86.15%;624.9995060;347.8506307;41.8409853;63.5476865;0.0192501;15.8233739;60.0692182;43.5819435;704.7286285;774.1080317;505.8891857;584.1418899;;74.62498474;1.2;80.00%;98.75%;0.05;149.1339111;3;146.9429779;0.03;0.02;61.53150558;0.770789534;98.00%;2.73369503;0.1;0.1;2.5;80.00%;0.9;0.85;20920.4926715;4505.1913637;25425.6840352;8.8330849;1000;0.2;800
54.79%;7.07%;15.42%;1.00%;0.56%;0.41%;0.21%;0.35%;0.03%;20.15%;231.9708435;53.0078948;42.6562403;6263.7055808;85.39%;572.6311691;322.1795442;40.9766153;66.9571003;0.1249220;16.6723180;63.2920078;46.2448197;703.0912158;623.2643705;337.3215692;470.7037070;;63.40044022;1.2;80.00%;99.81%;0.05;148.1343689;3;147.2541809;0.03;0.02;55.15604019;0.801759752;98.00%;2.881299496;0.1;0.1;2.5;80.00%;0.9;0.85;20488.3076429;4746.9005874;25235.2082302;7.7496464;1000;0.2;800
52.81%;6.40%;12.44%;2.88%;0.37%;0.52%;0.30%;0.38%;0.13%;23.79%;223.5878854;73.1339098;38.7632677;5625.0179752;85.58%;553.2161109;309.7371162;41.1060017;60.6118023;0.2361770;15.0923388;57.2940382;42.9578000;652.8203283;581.8093502;339.5853279;439.8809786;;61.13311005;1.2;80.00%;99.10%;0.05;142.9193726;3;153.658905;0.03;0.02;68.09761047;0.735302868;98.00%;2.491699934;0.1;0.1;2.5;80.00%;0.9;0.85;20553.0008416;4297.0528655;24850.0537071;8.2515625;1000;0.2;800
58.25%;3.46%;13.56%;2.66%;1.07%;0.33%;0.17%;0.15%;0.02%;20.32%;246.6198509;78.8432527;21.6203552;7080.2102075;93.05%;663.4150053;355.2262546;20.3408774;32.7682556;0.0000000;8.1592956;30.9745894;16.2643106;521.2894808;437.0694684;366.6350977;331.5968007;;50.05624008;1.2;80.00%;100.00%;0.05;146.2934113;3;140.423996;0.03;0.02;64.27451324;0.756429928;98.00%;2.969338417;0.1;0.1;2.5;80.00%;0.9;0.85;10170.4386766;2323.0942054;12493.5328820;16.8352601;1000;0.2;800
54.47%;1.51%;15.07%;0.99%;0.43%;0.28%;0.14%;0.49%;0.04%;26.59%;230.6160220;57.0779837;10.0097052;5825.6918287;95.60%;637.3573967;334.2085898;38.7133707;14.3005971;0.1523478;3.5608487;13.5178121;7.3937309;388.3686167;351.8448549;405.2955462;267.4366760;;72.23735809;1.2;80.00%;99.06%;0.05;147.3848114;3;155.1231384;0.03;0.02;53.93441391;0.807310785;98.00%;2.831755161;0.1;0.1;2.5;80.00%;0.9;0.85;19356.6853538;1013.8359105;20370.5212643;36.0728477;1000;0.2;800
59.42%;4.70%;24.70%;2.37%;0.68%;0.71%;0.19%;0.30%;0.13%;6.80%;251.5734170;67.7534573;28.8714478;5634.3536044;90.33%;656.9720137;356.5969823;19.2950012;44.5117923;0.0000000;11.0834363;42.0753093;28.2808844;595.1824977;687.4719058;540.7092885;519.2478675;;68.67739105;1.2;80.00%;99.33%;0.05;149.7268372;3;140.150589;0.03;0.02;59.11328125;0.782902763;98.00%;2.390740395;0.1;0.1;2.5;80.00%;0.9;0.85;9647.5006191;3155.6481981;12803.1488172;12.6425532;1000;0.2;800
62.08%;6.01%;24.14%;1.90%;1.03%;0.87%;0.19%;0.45%;0.01%;3.32%;262.8353707;85.6453518;36.6841657;6031.9851747;88.73%;674.1965643;370.5914565;43.2128772;56.9182706;0.0380387;14.1726494;53.8026828;34.8796841;684.3014245;735.1464401;506.0445548;555.3452173;;63.42935562;1.2;80.00%;99.69%;0.05;145.3152466;3;158.375473;0.03;0.02;66.67253876;0.743332550;98.00%;2.296768427;0.1;0.1;2.5;80.00%;0.9;0.85;21606.4385841;4035.2012065;25641.6397906;10.3294509;1000;0.2;800
62.60%;5.99%;18.34%;2.10%;0.35%;0.85%;0.16%;0.52%;0.13%;8.95%;265.0369557;66.8530849;36.4754440;6208.5422600;86.54%;663.0854749;364.6834791;43.7466076;56.7288587;0.0754579;14.1254858;53.6236389;40.1761910;677.8586655;670.8216193;444.3066147;506.8626434;;70.08023834;1.2;80.00%;97.07%;0.05;141.8300323;3;159.8116455;0.03;0.02;58.28928375;0.786948873;98.00%;2.540462971;0.1;0.1;2.5;80.00%;0.9;0.85;21873.3037803;4021.7729163;25895.0766966;10.4507513;1000;0.2;800
51.20%;6.45%;15.57%;2.15%;1.19%;0.31%;0.08%;0.17%;0.03%;22.85%;216.7714398;45.3756495;38.9240245;5460.9569769;85.71%;537.1603898;301.4988420;42.6531380;61.0853320;0.2453167;15.2102477;57.7416479;36.7565328;647.9877826;609.2040143;365.5979322;460.0301345;;54.19001007;1.2;80.00%;99.79%;0.05;142.7086182;3;151.1783447;0.03;0.02;51.77463531;0.816841864;98.00%;2.754842758;0.1;0.1;2.5;80.00%;0.9;0.85;21326.5689884;4330.6235910;25657.1925794;7.9379845;1000;0.2;800
58.48%;2.05%;18.82%;2.05%;1.00%;0.71%;0.26%;0.32%;0.11%;16.19%;247.5936289;58.6309644;13.2420738;6310.7316597;93.58%;669.8269270;353.0015442;38.0192325;19.4147179;0.0781659;4.8342648;18.3519966;6.7080453;437.1057055;472.6861998;489.3766022;358.1546024;;66.53132629;1.2;80.00%;97.77%;0.05;142.2581635;3;155.2262573;0.03;0.02;53.09524536;0.811078129;98.00%;2.912098408;0.1;0.1;2.5;80.00%;0.9;0.85;19009.6162648;1376.3997460;20386.0160108;28.5268293;1000;0.2;800
49.20%;1.64%;21.70%;1.00%;1.21%;0.57%;0.14%;0.15%;0.04%;24.34%;208.3038054;64.0911057;10.6840174;5308.7756824;91.53%;551.2212673;290.4099785;37.9596167;15.5317743;0.2947222;3.8674118;14.6815973;2.0864363;356.6233834;490.0175688;543.7877894;370.9318527;;68.22384644;1.2;80.00%;95.48%;0.05;140.4944763;3;151.7043915;0.03;0.02;63.4728775;0.760641866;98.00%;2.758651495;0.1;0.1;2.5;80.00%;0.9;0.85;18979.8083662;1101.1197968;20080.9281630;30.0000000;1000;0.2;800
50.96%;1.65%;18.24%;0.89%;0.62%;0.31%;0.29%;0.60%;0.09%;26.36%;215.7553237;49.4728968;10.7503724;4964.1428315;96.01%;598.8438922;314.8751030;37.6389616;15.6264803;0.2461870;3.8909936;14.7711192;6.8781828;379.5959093;402.9343824;451.0167672;305.5936481;;50.10676193;1.2;80.00%;100.00%;0.05;144.8948975;3;156.8424377;0.03;0.02;50.93716812;0.820385878;98.00%;2.582244873;0.1;0.1;2.5;80.00%;0.9;0.85;18819.4808111;1107.8339419;19927.3147530;30.8848485;1000;0.2;800
59.01%;5.00%;13.18%;1.08%;0.57%;0.30%;0.08%;0.45%;0.08%;20.25%;249.8375520;70.3002157;30.6425497;5138.5165196;90.32%;652.3913757;355.4042399;29.1564427;47.3529705;0.0000000;11.7908897;44.7609673;31.3132813;611.3964863;486.4532801;321.7036693;368.4984812;;54.94340134;1.2;80.00%;100.00%;0.05;148.7527924;3;143.2238617;0.03;0.02;60.7064743;0.774916203;98.00%;2.15481329;0.1;0.1;2.5;80.00%;0.9;0.85;14578.2213622;3357.0725512;17935.2939134;11.8020000;1000;0.2;800
59.61%;4.75%;22.48%;2.26%;0.40%;0.52%;0.11%;0.32%;0.12%;9.41%;252.3778423;77.3031876;29.2079392;7190.9477158;90.40%;659.5632043;358.1793118;35.0554989;44.9853220;0.0000000;11.2013452;42.5229190;30.8796172;599.2914091;648.3875917;498.5330993;490.0625626;;67.3015976;1.2;80.00%;99.49%;0.05;148.3211517;3;146.9245605;0.03;0.02;63.77184677;0.759110231;98.00%;2.944885254;0.1;0.1;2.5;80.00%;0.9;0.85;17527.7494300;3189.2189236;20716.9683536;12.5494737;1000;0.2;800
56.19%;3.02%;18.30%;1.45%;1.07%;0.39%;0.18%;0.19%;0.02%;19.20%;237.8981875;83.4423763;19.0031740;6841.0868921;91.88%;631.9541612;337.3724732;39.4655488;28.6011942;0.1269148;7.1216974;27.0356243;13.1074619;479.5162681;489.4936777;449.8419469;370.9610421;;67.20359039;1.2;80.00%;98.12%;0.05;143.4326477;3;153.79216;0.03;0.02;68.05916595;0.735547595;98.00%;2.943267107;0.1;0.1;2.5;80.00%;0.9;0.85;19732.7744172;2027.6718209;21760.4462381;18.6059603;1000;0.2;800
55.56%;7.29%;22.64%;2.71%;1.22%;0.74%;0.07%;0.11%;0.03%;9.63%;235.2308827;62.6745396;43.9854069;6094.2953554;83.61%;568.5788852;320.9944917;41.3179161;69.0406311;0.0767352;17.1911171;65.2614904;42.5432441;714.5231994;792.0340546;493.0536737;597.3357120;;74.88921356;1.2;80.00%;98.02%;0.05;148.7838745;3;141.7409515;0.03;0.02;61.54434586;0.770715797;98.00%;2.695758343;0.1;0.1;2.5;80.00%;0.9;0.85;20658.9580365;4894.6117796;25553.5698161;7.6213992;1000;0.2;800
59.65%;6.33%;24.40%;2.40%;0.37%;0.39%;0.14%;0.05%;0.11%;6.17%;252.5471950;69.0663246;38.4327667;5705.9445434;85.45%;623.8998457;345.8291183;32.8109128;59.9488607;0.0000000;14.9272663;56.6673847;42.4555741;680.7708827;772.3297583;527.6896370;582.7831328;;70.28610229;1.2;80.00%;97.09%;0.05;145.5710449;3;140.9373932;0.03;0.02;61.69672012;0.769921069;98.00%;2.386647224;0.1;0.1;2.5;80.00%;0.9;0.85;16405.4564223;4250.0538498;20655.5102721;9.4233807;1000;0.2;800
54.90%;7.57%;21.58%;2.31%;0.42%;0.69%;0.08%;0.31%;0.08%;12.07%;232.4365634;46.6285608;45.5703264;4418.0090100;84.61%;568.5356011;321.9500162;45.5441709;71.6923974;0.2362127;17.8514070;67.7681046;50.9521479;731.8736990;770.4701060;454.7634400;581.1289119;;52.03068542;1.2;80.00%;100.00%;0.05;145.6647949;3;158.7513275;0.03;0.02;50.62551498;0.821533911;98.00%;2.066737652;0.1;0.1;2.5;80.00%;0.9;0.85;22772.0854621;5082.6078425;27854.6933045;7.2523118;1000;0.2;800
51.77%;4.93%;12.68%;2.65%;0.77%;0.39%;0.08%;0.49%;0.06%;26.16%;219.1847156;59.6230247;30.0580353;4914.2987171;88.27%;559.3279064;307.1678090;38.9776069;46.6900290;0.1282674;11.6258172;44.1343138;29.2110553;564.0595810;509.5806155;357.7650265;385.4485377;;57.13373566;1.2;80.00%;98.97%;0.05;143.0115967;3;141.3477783;0.03;0.02;60.30444717;0.776902941;98.00%;2.369658232;0.1;0.1;2.5;80.00%;0.9;0.85;19488.8034692;3310.0735355;22798.8770046;10.5010142;1000;0.2;800
61.60%;7.77%;24.84%;2.18%;1.37%;0.41%;0.19%;0.40%;0.12%;1.11%;260.8031385;63.2513721;46.9219798;5752.3751333;85.59%;645.3720073;362.3672650;37.5783607;73.5865162;0.0000000;18.3230425;69.5585433;44.7870791;780.0227949;830.5809857;494.5428746;626.5048624;;68.63414764;1.2;80.00%;99.69%;0.05;149.4491272;3;148.7943115;0.03;0.02;57.2494812;0.791936787;98.00%;2.310202599;0.1;0.1;2.5;80.00%;0.9;0.85;18789.1803667;5216.8907445;24006.0711112;7.9279279;1000;0.2;800
56.09%;3.04%;22.10%;2.73%;0.84%;0.49%;0.19%;0.06%;0.07%;14.39%;237.4748058;67.9965567;19.0490570;4399.6092265;91.01%;624.8264500;333.6881968;37.2763883;28.7906061;0.0626154;7.1688609;27.2146681;15.0909550;477.4852477;579.7152675;539.0403264;438.3445798;;69.83480835;1.2;80.00%;97.21%;0.05;144.6233368;3;145.5591888;0.03;0.02;61.02467728;0.773097912;98.00%;2.008450031;0.1;0.1;2.5;80.00%;0.9;0.85;18638.1941563;2041.1001111;20679.2942674;18.4506579;1000;0.2;800
55.90%;4.15%;21.72%;2.77%;0.91%;0.44%;0.13%;0.14%;0.03%;13.80%;236.6703805;58.6343833;25.5430823;5271.1835968;90.57%;619.6772552;335.2368642;40.7259786;39.3029656;0.1304920;9.7864384;37.1516029;22.4948235;543.7359164;613.0818871;504.3813737;463.3119687;;59.96419525;1.2;80.00%;99.01%;0.05;142.1943817;3;153.2749481;0.03;0.02;55.95116425;0.798025324;98.00%;2.43341732;0.1;0.1;2.5;80.00%;0.9;0.85;20362.9892943;2786.3702175;23149.3595118;13.4698795;1000;0.2;800
50.42%;3.50%;21.67%;0.82%;1.12%;0.28%;0.08%;0.48%;0.13%;21.49%;213.4690624;60.6483666;21.6498687;5086.3482472;91.98%;567.6394922;305.9707074;41.6962347;33.1470794;0.2894871;8.2536228;31.3326771;16.1512969;479.3051273;545.5892961;482.4843608;412.6503143;;52.35752869;1.2;80.00%;100.00%;0.05;147.0194092;3;157.6427002;0.03;0.02;60.39427567;0.776481689;98.00%;2.509992838;0.1;0.1;2.5;80.00%;0.9;0.85;20848.1173395;2349.9507858;23198.0681253;14.4057143;1000;0.2;800
56.25%;4.73%;21.62%;2.74%;0.77%;0.79%;0.03%;0.32%;0.06%;12.70%;238.1522166;70.1437898;28.9938890;4956.5369531;88.74%;610.9853239;333.0545009;40.6382274;44.7959101;0.0727626;11.1541816;42.3438751;27.7761241;575.4207757;655.1387285;511.2847775;494.9061113;;57.50122833;1.2;80.00%;98.18%;0.05;140.4990692;3;146.3521423;0.03;0.02;63.00375366;0.763063506;98.00%;2.182901859;0.1;0.1;2.5;80.00%;0.9;0.85;20319.1137197;3175.7906334;23494.9043531;11.8921776;1000;0.2;800
51.53%;6.93%;19.94%;0.26%;1.33%;0.66%;0.03%;0.35%;0.12%;18.84%;218.1685995;56.9685960;41.7947126;4797.8995515;84.77%;534.6772764;302.1296441;45.7928868;65.6312172;0.3264446;16.3421731;62.0387007;39.0803679;676.4622869;682.3481995;409.8423160;515.1049187;;59.53435135;1.2;80.00%;99.79%;0.05;143.7758789;3;159.8919983;0.03;0.02;60.28213501;0.776988785;98.00%;2.281452179;0.1;0.1;2.5;80.00%;0.9;0.85;22896.4433763;4652.9025559;27549.3459323;7.4357864;1000;0.2;800
58.65%;3.28%;15.70%;1.34%;0.64%;0.74%;0.04%;0.33%;0.08%;19.19%;248.3133778;61.2621293;20.4943004;5118.5454103;92.90%;666.9383662;356.2452629;24.6007175;31.0635487;0.0000000;7.7348236;29.3631946;18.4128725;511.4632886;456.9391788;397.6156846;346.2977327;;51.05085754;1.2;80.00%;99.41%;0.05;140.9714508;3;142.1262512;0.03;0.02;54.85622406;0.803066079;98.00%;2.278810978;0.1;0.1;2.5;80.00%;0.9;0.85;12300.3587600;2202.2395936;14502.5983536;17.8810976;1000;0.2;800
49.31%;5.90%;21.69%;1.29%;0.46%;0.38%;0.19%;0.46%;0.06%;20.28%;208.7695253;52.3311679;35.6753675;4453.7402284;84.63%;510.7729352;285.8489593;38.9178908;55.8765052;0.2247090;13.9132498;52.8179415;38.6504719;601.9763400;686.4949659;479.0028570;517.9460320;;72.29637146;1.2;80.00%;97.77%;0.05;147.1504211;3;142.5109253;0.03;0.02;58.82669067;0.784081506;98.00%;2.289563894;0.1;0.1;2.5;80.00%;0.9;0.85;19458.9453825;3961.3456104;23420.2909929;8.3576271;1000;0.2;800
49.64%;6.78%;19.70%;1.48%;1.49%;0.90%;0.13%;0.32%;0.12%;19.45%;210.1666850;43.2533246;40.8285332;5580.2722638;84.74%;514.8958097;291.2904725;41.3379701;64.2106281;0.2443727;15.9884464;60.6958717;36.7241694;658.2616617;692.5740002;430.2584698;522.4399426;;57.1032486;1.2;80.00%;100.00%;0.05;148.1983185;3;146.8265228;0.03;0.02;51.57082748;0.817733286;98.00%;2.899305344;0.1;0.1;2.5;80.00%;0.9;0.85;20668.9850679;4552.1903794;25221.1754473;7.3215339;1000;0.2;800
56.38%;6.77%;13.94%;1.64%;0.87%;0.77%;0.26%;0.47%;0.13%;18.77%;238.7026128;73.2768482;40.9829626;6280.3836559;84.29%;581.6713062;325.8036335;43.0114120;64.1159221;0.2164753;15.9648646;60.6063498;41.6124229;688.7981897;622.8839433;355.4485521;470.7925642;;69.1576767;1.2;80.00%;97.46%;0.05;142.3011322;3;158.3010254;0.03;0.02;66.37339783;0.744997340;98.00%;2.670009136;0.1;0.1;2.5;80.00%;0.9;0.85;21505.7060235;4545.4762343;26051.1822578;8.3279173;1000;0.2;800
50.64%;6.12%;16.06%;2.44%;0.46%;0.60%;0.08%;0.12%;0.01%;23.48%;214.4005022;64.7192651;37.0473686;5095.6828679;85.46%;529.6879629;296.5025605;43.6343792;57.9600359;0.3115764;14.4320490;54.7874240;40.2288963;624.0901768;615.3203759;393.3266066;464.8850243;;68.44252777;1.2;80.00%;98.90%;0.05;145.2137451;3;155.9986115;0.03;0.02;65.26061249;0.751033681;98.00%;2.414930344;0.1;0.1;2.5;80.00%;0.9;0.85;21817.1895865;4109.0568026;25926.2463891;8.2745098;1000;0.2;800
49.32%;7.64%;20.20%;0.69%;0.25%;0.67%;0.29%;0.20%;0.10%;20.64%;208.8118635;62.8296101;45.9499297;5438.9565841;82.51%;498.1207917;286.0686701;39.4523682;72.3553390;0.2222753;18.0164794;68.3947581;52.8143738;704.1636974;725.8126016;411.2655231;547.5230027;;53.94976044;1.2;80.00%;99.75%;0.05;144.0052185;3;142.3489532;0.03;0.02;66.4122467;0.744749712;98.00%;2.58678937;0.1;0.1;2.5;80.00%;0.9;0.85;19726.1841072;5129.6068582;24855.7909654;6.4554974;1000;0.2;800
53.88%;6.82%;16.26%;1.57%;1.09%;0.31%;0.03%;0.56%;0.10%;19.37%;228.1180698;50.1343141;41.1625056;5022.6948214;85.79%;565.7948657;317.6851201;44.8999733;64.5894518;0.2335035;16.0827735;61.0539595;40.2111557;684.0252218;635.2532610;366.3674588;479.7376742;;60.0061264;1.2;80.00%;99.97%;0.05;146.467804;3;156.6920776;0.03;0.02;53.52688217;0.809067490;98.00%;2.37298727;0.1;0.1;2.5;80.00%;0.9;0.85;22449.9866483;4579.0469598;27029.0336081;7.9002933;1000;0.2;800
53.27%;3.98%;14.93%;1.38%;1.35%;0.82%;0.17%;0.38%;0.04%;23.70%;225.5354413;65.4190666;24.5328228;5035.5154771;91.06%;593.7096257;321.2587204;41.0173222;37.6929646;0.2194197;9.3855482;35.6297300;17.7551319;521.2983235;478.8029079;383.2147738;362.6632398;;64.80586243;1.2;80.00%;99.62%;0.05;145.8777924;3;156.7140198;0.03;0.02;61.51525497;0.770788771;98.00%;2.341601372;0.1;0.1;2.5;80.00%;0.9;0.85;20508.6611157;2672.2297507;23180.8908664;13.3844221;1000;0.2;800
